-14.25 1.9218
-14.2220001220703 1.9234
-14.1929998397827 1.9251
-14.164999961853 1.9266
-14.1359996795654 1.9282
-14.1070003509521 1.9298
-14.0790004730225 1.9312
-14.0500001907349 1.9327
-14.0220003128052 1.9341
-13.9930000305176 1.9356
-13.9650001525879 1.9369
-13.9370002746582 1.9382
-13.9079999923706 1.9395
-13.8800001144409 1.9408
-13.8509998321533 1.942
-13.8219995498657 1.9432
-13.793999671936 1.9444
-13.7650003433228 1.9455
-13.7370004653931 1.9466
-13.7089996337891 1.9477
-13.6800003051758 1.9487
-13.6520004272461 1.9497
-13.6230001449585 1.9507
-13.5950002670288 1.9516
-13.5659999847412 1.9525
-13.5369997024536 1.9533
-13.5089998245239 1.9542
-13.4799995422363 1.955
-13.4519996643066 1.9557
-13.423999786377 1.9564
-13.3950004577637 1.9571
-13.3669996261597 1.9578
-13.3380002975464 1.9584
-13.3090000152588 1.959
-13.2810001373291 1.9595
-13.2519998550415 1.96
-13.2239999771118 1.9605
-13.1949996948242 1.961
-13.1669998168945 1.9614
-13.1389999389648 1.9617
-13.1099996566772 1.9621
-13.0819997787476 1.9624
-13.0530004501343 1.9626
-13.0240001678467 1.9629
-12.996000289917 1.9631
-12.9670000076294 1.9632
-12.9390001296997 1.9634
-12.9099998474121 1.9635
-12.8819999694824 1.9635
-12.8540000915527 1.9635
-12.8249998092651 1.9513
-12.7959995269775 1.9178
-12.7679996490478 1.8737
-12.7390003204346 1.8248
-12.7110004425049 1.7827
-12.6820001602173 1.745
-12.6540002822876 1.7085
-12.6260004043579 1.6718
-12.5970001220703 1.6337
-12.5690002441406 1.5969
-12.539999961853 1.5587
-12.5109996795654 1.5204
-12.4829998016357 1.4834
-12.4540004730225 1.4451
-12.4259996414185 1.4082
-12.3979997634888 1.3714
-12.3690004348755 1.3333
-12.3409996032715 1.2966
-12.3120002746582 1.2587
-12.2840003967285 1.2223
-12.2550001144409 1.1849
-12.2259998321533 1.1475
-12.1979999542236 1.1117
-12.168999671936 1.0748
-12.1409997940063 1.0395
-12.1129999160767 1.0046
-12.0839996337891 0.9686
-12.0559997558594 0.9341
-12.0270004272461 0.8989
-11.9980001449585 0.864
-11.9700002670288 0.8308
-11.9409999847412 0.7967
-11.9130001068115 0.7643
-11.8839998245239 0.7311
-11.8559999465942 0.6997
-11.8280000686645 0.6687
-11.798999786377 0.6371
-11.7709999084473 0.6071
-11.7419996261597 0.5766
-11.7130002975464 0.5468
-11.6850004196167 0.5186
-11.6560001373291 0.4899
-11.6280002593994 0.4629
-11.5989999771118 0.4356
-11.5710000991821 0.4099
-11.5430002212524 0.3849
-11.5139999389648 0.3596
-11.4860000610352 0.3359
-11.4569997787476 0.3121
-11.4280004501343 0.2892
-11.3999996185303 0.2678
-11.371000289917 0.2463
-11.3430004119873 0.2264
-11.3140001296997 0.2066
-11.28600025177 0.1883
-11.2580003738403 0.1708
-11.2290000915527 0.1535
-11.1999998092651 0.137
-11.1719999313354 0.122
-11.1429996490478 0.1073
-11.1149997711182 0.094
-11.0869998931885 0.0816
-11.0579996109009 0.0696
-11.0299997329712 0.0589
-11.0010004043579 0.0487
-10.9729995727539 0.0399
-10.9440002441406 0.0316
-10.914999961853 0.0242
-10.8870000839233 0.0181
-10.8579998016357 0.0126
-10.8299999237061 0.0083
-10.8020000457764 0.0049
-10.7729997634888 0.0023
-10.7449998855591 0.0007
-10.7159996032715 0
-10.6879997253418 0.0003
-10.6590003967285 0.0015
-10.6300001144409 0.0038
-10.6020002365112 0.0068
-10.5729999542236 0.011
-10.5450000762939 0.0159
-10.5170001983643 0.0217
-10.4879999160767 0.0287
-10.460000038147 0.0363
-10.4309997558594 0.0451
-10.4020004272461 0.0549
-10.3739995956421 0.0653
-10.3450002670288 0.0769
-10.3170003890991 0.089
-10.2880001068115 0.1025
-10.2600002288818 0.1163
-10.2320003509521 0.131
-10.2030000686645 0.1471
-10.1750001907349 0.1635
-10.1459999084473 0.1813
-10.1169996261597 0.1999
-10.08899974823 0.2188
-10.0609998703003 0.2384
-10.0319995880127 0.2595
-10.0030002593994 0.2814
-9.975000381469719 0.3033
-9.946999549865721 0.326
-9.91800022125244 0.3502
-9.88899993896484 0.3752
-9.861000061035149 0.3999
-9.83199977874756 0.4263
-9.803999900817869 0.4524
-9.77600002288818 0.4792
-9.746999740600589 0.5076
-9.718000411987299 0.5366
-9.689999580383301 0.5652
-9.66199970245361 0.5944
-9.63300037384033 0.6252
-9.604000091552731 0.6566
-9.57600021362305 0.6874
-9.546999931335449 0.7198
-9.51900005340576 0.7516
-9.491000175476071 0.7839
-9.461999893188469 0.8178
-9.432999610900881 0.8521
-9.40499973297119 0.8856
-9.3769998550415 0.9195
-9.347999572753899 0.955
-9.31900024414062 0.9909
-9.291000366210939 1.0257
-9.26200008392334 1.0621
-9.234000205993651 1.0976
-9.20600032806396 1.1334
-9.177000045776371 1.1707
-9.14799976348877 1.2081
-9.11999988555908 1.2444
-9.090999603271481 1.2822
-9.0629997253418 1.3188
-9.034000396728519 1.3569
-9.00599956512451 1.3937
-8.97700023651123 1.4319
-8.949000358581539 1.4688
-8.920999526977541 1.5058
-8.89200019836426 1.5441
-8.86400032043457 1.581
-8.835000038146971 1.6192
-8.80599975585937 1.6573
-8.777999877929689 1.694
-8.74899959564209 1.732
-8.720999717712401 1.7684
-8.692000389099119 1.8059
-8.663999557495121 1.842
-8.63599967956543 1.8779
-8.60700035095215 1.9148
-8.579000473022459 1.9502
-8.55000019073486 1.9865
-8.52099990844726 2.0226
-8.49300003051758 2.0571
-8.465000152587891 2.0913
-8.435999870300289 2.1262
-8.40699958801269 2.1607
-8.37899971008301 2.1937
-8.35099983215332 2.2263
-8.321999549865721 2.2596
-8.29300022125244 2.2923
-8.26500034332275 2.3234
-8.236000061035149 2.3551
-8.208000183105471 2.3853
-8.180000305175779 2.4149
-8.15100002288818 2.4449
-8.121999740600581 2.4743
-8.0939998626709 2.5021
-8.065999984741209 2.5293
-8.03699970245361 2.5568
-8.00800037384033 2.5836
-7.98000001907348 2.6088
-7.95100021362305 2.6342
-7.9229998588562 2.6581
-7.89400005340576 2.6821
-7.86600017547607 2.7044
-7.83699989318848 2.7268
-7.80900001525879 2.7477
-7.78000020980835 2.7686
-7.7519998550415 2.7879
-7.72300004959106 2.8071
-7.69500017166138 2.8248
-7.66699981689453 2.8417
-7.63800001144409 2.8584
-7.60900020599365 2.8742
-7.58099985122681 2.8886
-7.55200004577637 2.9026
-7.52400016784668 2.9153
-7.49499988555908 2.9275
-7.46700000762939 2.9385
-7.43800020217895 2.9488
-7.40999984741211 2.958
-7.38100004196167 2.9665
-7.35300016403198 2.9738
-7.32399988174438 2.9805
-7.2960000038147 2.986
-7.26800012588501 2.9905
-7.23899984359741 2.9943
-7.21000003814697 2.9972
-7.18200016021728 2.999
-7.15299987792969 2.9999
-7.125 2.9999
-7.09600019454956 2.9989
-7.06799983978271 2.997
-7.03900003433227 2.994
-7.01100015640259 2.9903
-6.98199987411499 2.9855
-6.9539999961853 2.9799
-6.92500019073486 2.9731
-6.89699983596802 2.9657
-6.86899995803833 2.9574
-6.84000015258789 2.9479
-6.81099987030029 2.9375
-6.7829999923706 2.9265
-6.75500011444092 2.9146
-6.72599983215332 2.9014
-6.69700002670288 2.8873
-6.66900014877319 2.8728
-6.63999986648559 2.8569
