20 38855.1700798793
40 37895.1030481917
60 37333.6994630457
80 37083.0543835727
100 36974.5065310065
120 36835.5605920516
140 36781.6610390604
160 36723.534604372
180 36673.3460336271
200 36666.7497080992
220 36630.5603823139
240 36640.6694199464
260 36647.9963622145
280 36634.6169499907
300 36611.9108652992
320 36622.2684080978
340 36616.5467502733
360 36617.0503842821
380 36614.3775703233
400 36607.976065458
420 36605.0550054979
440 36621.7788688019
460 36621.1263737449
480 36625.4045546063
500 36625.3380753314
520 36616.5121558619
540 36610.5280060611
560 36608.4365657855
580 36618.1426531077
600 36605.0920312035
620 36607.4681469082
640 36610.2863301445
660 36611.2983093235
680 36603.7326302889
700 36618.1847938006
720 36609.3161950232
740 36617.9006823061
760 36611.944266365
780 36609.4316506988
800 36614.1531234241
820 36599.5743228087
840 36616.0286937567
860 36621.6630102833
880 36612.8699872741
900 36605.7003250186
920 36624.5028052423
940 36613.4024105623
960 36618.0178478586
980 36622.2687321024
1000 36603.6756287479
